food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
635,popover dry mix,popover dry mix is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,631.0,17.7,120.7,7.3,0.0,0.0,1.5,100 g,Medium,See recipe,None,78,Balanced Meal
636,egg substitute powder,egg substitute powder is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,126.0,15.7,6.2,3.7,0.0,6.2,0.2,100 g,Medium,Egg,Eggs,99,"Low Fat, Low Carb, Heart Healthy"
637,gelatin powder,gelatin powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,17.0,4.3,0.0,0.086,0.0,0.0,0.029,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
638,tapioca pearls,tapioca pearls is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,544.0,0.3,134.8,0.093,1.4,5.1,0.077,100 g,Medium,See recipe,None,75,Low Fat
639,baking powder,baking powder is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.0,1.3,0.0,0.03,0.0,0.5,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
640,egg boiled,egg boiled is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,93.0,7.5,0.7,6.4,0.0,0.7,0.042,100 g,Medium,Egg,Eggs,98,"Low Carb, Heart Healthy"
641,millet flour,millet flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,444.0,12.8,86.9,5.1,4.2,2.0,0.056,100 g,Medium,See recipe,Gluten,91,Heart Healthy
642,triticale flour,triticale flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,439.0,17.1,95.1,2.4,19.0,0.0,0.096,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
643,corn flour white,corn flour white is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,414.0,9.6,87.3,4.2,7.3,1.8,0.036,100 g,Medium,See recipe,Gluten,95,"Low Fat, High Fiber, Heart Healthy"
644,rice flour brown,rice flour brown is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,574.0,11.4,120.8,4.4,7.3,1.3,0.039,100 g,Medium,Rice,Gluten,89,"Low Fat, High Fiber"
645,sorghum flour,sorghum flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,437.0,9.5,93.7,4.0,8.0,2.3,0.023,100 g,Medium,See recipe,Gluten,95,"Low Fat, High Fiber, Heart Healthy"
646,cornmeal whole grain,cornmeal whole grain is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,442.0,9.9,93.8,4.4,8.9,0.8,0.022,100 g,Medium,See recipe,None,97,"Low Fat, High Fiber, Heart Healthy"
647,cornmeal white,cornmeal white is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,581.0,11.2,124.7,2.7,6.1,2.5,0.094,100 g,Medium,See recipe,None,87,"Low Fat, High Fiber"
648,barley flour,barley flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,511.0,15.5,110.3,2.4,14.9,1.2,0.062,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
649,safflower seed meal,safflower seed meal is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,97.0,10.1,13.8,0.7,0.0,0.0,0.006,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
650,sesame flour,sesame flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,658.0,38.5,33.3,46.4,0.0,0.0,0.041,100 g,Medium,See recipe,Gluten,70,High Protein
651,whole grain wheat flour,whole grain wheat flour is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,408.0,15.9,86.4,3.0,12.8,0.5,0.027,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
652,corn flour yellow,corn flour yellow is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,422.0,8.1,89.9,4.5,8.5,0.7,0.04,100 g,Medium,See recipe,Gluten,95,"Low Fat, High Fiber, Heart Healthy"
653,corn flour whole grain,corn flour whole grain is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,422.0,8.1,89.9,4.5,8.5,0.7,0.033,100 g,Medium,See recipe,Gluten,95,"Low Fat, High Fiber, Heart Healthy"
654,cottonseed flour low fat,cottonseed flour low fat is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,94.0,14.1,10.2,0.4,0.0,0.0,0.022,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
655,sunflower seed flour,sunflower seed flour is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,13.0,1.9,1.4,0.013,0.2,0.0,0.073,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
656,sesame meal,sesame meal is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,160.0,4.8,7.4,13.6,0.0,0.0,0.073,100 g,Medium,See recipe,None,88,Low Carb
657,acorn flour,acorn flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,626.0,9.4,68.3,37.7,0.0,0.0,0.0,100 g,Medium,See recipe,Gluten,54,Balanced Meal
658,rice flour white,rice flour white is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,578.0,9.4,126.6,2.2,3.8,0.2,0.0,100 g,Medium,Rice,Gluten,83,Low Fat
659,sesame flour low fat,sesame flour low fat is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,94.0,14.2,10.0,0.5,0.0,0.0,0.072,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
660,potato flour,potato flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,571.0,11.0,133.0,0.5,9.4,5.6,0.042,100 g,Medium,See recipe,Gluten,94,"Low Fat, High Fiber, Heart Healthy"
661,cornmeal yellow,cornmeal yellow is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,581.0,11.2,124.7,2.7,6.1,2.5,0.011,100 g,Medium,See recipe,None,87,"Low Fat, High Fiber"
662,rye flour,rye flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,364.0,10.0,78.2,1.4,8.2,0.9,0.061,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
663,arrowroot flour,arrowroot flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,457.0,0.4,112.8,0.1,4.4,0.0,0.002,100 g,Medium,See recipe,Gluten,84,Low Fat
664,chickpea flour,chickpea flour is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,356.0,20.6,53.2,6.2,9.9,10.0,0.05,100 g,Medium,See recipe,Gluten,99,"High Protein, High Fiber, Heart Healthy"
665,wheat flour,wheat flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,455.0,12.9,95.4,1.2,3.4,0.3,0.061,100 g,Medium,See recipe,Gluten,92,"Low Fat, Heart Healthy"
666,cornstarch,cornstarch is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,488.0,0.3,116.8,0.03,1.2,0.0,0.093,100 g,Medium,See recipe,None,78,Low Fat
667,carob flour,carob flour is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,13.0,0.3,5.3,0.061,2.4,2.9,0.033,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
668,buckwheat flour,buckwheat flour is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,402.0,15.1,84.7,3.7,12.0,3.1,0.033,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
669,pecan pie,pecan pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,503.0,6.0,63.7,27.1,0.0,0.0,0.3,100 g,Medium,See recipe,None,63,Balanced Meal
670,apple pie,apple pie is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,331.0,3.0,46.4,15.6,0.0,0.0,0.3,100 g,Medium,See recipe,None,76,Balanced Meal
671,vanilla wafer pie crust,vanilla wafer pie crust is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,935.0,6.5,88.4,63.7,0.2,12.9,0.9,100 g,Medium,See recipe,None,40,Balanced Meal
672,chocolate pie crust,chocolate pie crust is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,881.0,11.1,117.4,40.8,4.9,47.9,0.9,100 g,Medium,See recipe,None,48,Balanced Meal
673,apple strudel,apple strudel is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,195.0,2.3,29.2,8.0,1.6,18.3,0.02,100 g,Medium,See recipe,None,90,Heart Healthy
674,chocolate snack cake,chocolate snack cake is a dessert food suitable for maintain weight.,Continental,Dessert,Vegan,Maintain Weight,200.0,1.8,30.2,8.0,1.6,18.9,0.2,100 g,Medium,See recipe,None,89,Balanced Meal
675,fruit fried pie,fruit fried pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,404.0,3.8,54.5,20.6,3.3,27.4,0.4,100 g,Medium,See recipe,None,75,Balanced Meal
676,pumpkin pie,pumpkin pie is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,316.0,7.0,40.9,14.4,0.0,0.0,0.3,100 g,Medium,See recipe,None,81,Balanced Meal
677,corn cake,corn cake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,35.0,0.7,7.5,0.2,0.2,2.1,0.01,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
678,sponge snack cake,sponge snack cake is a dessert food suitable for weight loss.,Continental,Dessert,Vegan,Weight Loss,157.0,1.5,26.9,4.8,0.4,15.7,0.2,100 g,Medium,See recipe,None,91,"Low Fat, Heart Healthy"
679,danish pastry with nuts,danish pastry with nuts is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,280.0,4.6,29.7,16.4,1.3,16.8,0.2,100 g,Medium,See recipe,Nuts,82,Balanced Meal
680,chocolate cream pie,chocolate cream pie is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,301.0,2.6,33.3,19.2,2.0,0.0,0.1,100 g,Medium,See recipe,Milk,79,Balanced Meal
681,angel food cake,angel food cake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,72.0,1.7,16.2,0.2,0.4,0.0,0.2,100 g,Medium,See recipe,None,98,"Low Fat, Heart Healthy"
682,lemon meringue pie,lemon meringue pie is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,362.0,4.8,49.7,16.4,0.0,0.0,0.3,100 g,Medium,See recipe,None,76,Balanced Meal
683,danish pastry with cinnamon,danish pastry with cinnamon is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,349.0,4.8,46.9,16.7,0.0,0.0,0.3,100 g,Medium,See recipe,None,76,Balanced Meal
684,cinnamon coffeecake,cinnamon coffeecake is a dessert food suitable for maintain weight.,Continental,Dessert,Vegan,Maintain Weight,238.0,3.9,26.6,13.3,1.1,0.0,0.2,100 g,Medium,See recipe,None,85,Balanced Meal
685,cheesecake,cheesecake is a nutritious dessert option that can support maintain weight when included as part of a balanced diet.,Continental,Dessert,Veg,Maintain Weight,257.0,4.4,20.4,18.0,0.3,17.4,0.4,100 g,Medium,"Milk, Salt, Cultures",Milk,80,Balanced Meal
686,fruitcake,fruitcake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,139.0,1.2,26.5,3.9,1.6,11.8,0.013,100 g,Medium,See recipe,None,94,"Low Fat, Heart Healthy"
687,egg custard,egg custard is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Maintain Weight,293.0,14.2,31.0,12.9,0.0,31.0,0.2,100 g,Medium,Egg,Eggs,89,Balanced Meal
688,mince pie,mince pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,477.0,4.3,79.2,17.8,4.3,46.7,0.4,100 g,Medium,See recipe,None,75,Balanced Meal
689,yellow cake with chocolate frosting,yellow cake with chocolate frosting is a dessert food suitable for weight gain.,Continental,Dessert,Vegan,Weight Gain,546.0,4.6,79.7,25.6,2.2,56.5,0.4,100 g,Medium,See recipe,None,64,Balanced Meal
690,danish pastry with fruit,danish pastry with fruit is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,335.0,4.8,45.1,15.9,0.0,0.0,0.3,100 g,Medium,See recipe,None,78,Balanced Meal
691,white cake with coconut frosting,white cake with coconut frosting is a dessert food suitable for weight gain.,Continental,Dessert,Vegan,Weight Gain,399.0,4.9,70.8,11.5,1.1,64.3,0.3,100 g,Medium,See recipe,Nuts,79,Balanced Meal
692,danish pastry with cheese,danish pastry with cheese is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,353.0,5.8,28.7,24.6,0.0,0.0,0.3,100 g,Medium,"Milk, Salt, Cultures",Milk,72,Balanced Meal
693,graham cracker pie crust,graham cracker pie crust is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,917.0,9.3,117.7,45.4,3.5,33.2,0.9,100 g,Medium,See recipe,None,40,Balanced Meal
694,blueberry pie,blueberry pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,360.0,4.0,49.2,17.5,0.0,0.0,0.3,100 g,Medium,See recipe,None,75,Balanced Meal
695,yellow cake with vanilla frosting,yellow cake with vanilla frosting is a dessert food suitable for maintain weight.,Continental,Dessert,Vegan,Maintain Weight,239.0,2.2,37.6,9.3,0.2,0.0,0.2,100 g,Medium,See recipe,None,85,Balanced Meal
696,pie crust,pie crust is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,121.0,1.5,10.9,8.0,0.4,0.045,0.1,100 g,Medium,See recipe,None,91,"Low Carb, Heart Healthy"
697,chocolate cake with chocolate frosting,chocolate cake with chocolate frosting is a dessert food suitable for weight gain.,Continental,Dessert,Vegan,Weight Gain,537.0,4.8,72.9,27.7,3.0,55.1,0.5,100 g,Medium,See recipe,None,65,Balanced Meal
698,cheese coffeecake,cheese coffeecake is a dessert food suitable for maintain weight.,Continental,Dessert,Veg,Maintain Weight,258.0,5.3,33.7,11.6,0.8,0.0,0.3,100 g,Medium,"Milk, Salt, Cultures",Milk,86,Balanced Meal
699,vanilla cream pie,vanilla cream pie is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,350.0,6.0,41.1,18.1,0.8,16.0,0.3,100 g,Medium,See recipe,Milk,78,Balanced Meal
700,pineapple cake,pineapple cake is a nutritious dessert option that can support weight gain when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Gain,367.0,4.0,58.1,13.9,0.9,0.0,0.4,100 g,Medium,See recipe,None,78,Balanced Meal
701,peach pie,peach pie is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,262.0,2.2,38.5,11.7,0.9,19.0,0.3,100 g,Medium,See recipe,None,83,Balanced Meal
702,fruit coffeecake,fruit coffeecake is a dessert food suitable for weight loss.,Continental,Dessert,Vegan,Weight Loss,156.0,2.6,25.8,5.1,1.3,0.0,0.2,100 g,Medium,See recipe,None,93,Heart Healthy
703,pound cake,pound cake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,116.0,1.7,14.6,6.0,0.2,0.0,0.1,100 g,Medium,See recipe,None,92,"Low Carb, Heart Healthy"
704,pound cake bread,pound cake bread is a dessert food suitable for maintain weight.,Continental,Dessert,Vegan,Maintain Weight,215.0,3.9,28.2,9.6,0.9,10.0,0.2,100 g,Medium,"Wheat Flour, Yeast, Salt",Gluten,88,Balanced Meal
705,white cake,white cake is a nutritious dessert option that can support maintain weight when included as part of a balanced diet.,Continental,Dessert,Vegan,Maintain Weight,264.0,4.0,42.3,9.2,0.6,26.3,0.2,100 g,Medium,See recipe,None,85,Balanced Meal
706,coffeecake with chocolate frosting,coffeecake with chocolate frosting is a dessert food suitable for maintain weight.,Continental,Dessert,Vegan,Maintain Weight,298.0,4.5,48.4,9.7,1.8,0.0,0.3,100 g,Medium,See recipe,None,86,Balanced Meal
707,popcorn cake,popcorn cake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,38.0,1.0,8.0,0.3,0.3,0.001,0.05,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
708,banana cream pie,banana cream pie is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,3190.0,52.2,390.2,161.3,8.3,143.0,2.8,100 g,Medium,See recipe,Milk,40,"High Protein, High Fiber"
709,baked apple pie mcdonalds,baked apple pie mcdonalds is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,91.0,0.9,12.3,4.4,0.6,4.9,0.076,100 g,Medium,See recipe,None,94,"Low Fat, Low Carb, Heart Healthy"
710,sponge cake,sponge cake is a nutritious dessert option that can support maintain weight when included as part of a balanced diet.,Continental,Dessert,Vegan,Maintain Weight,187.0,4.6,36.4,2.7,0.0,0.0,0.1,100 g,Medium,See recipe,None,93,"Low Fat, Heart Healthy"
711,yellow cake,yellow cake is a nutritious dessert option that can support maintain weight when included as part of a balanced diet.,Continental,Dessert,Vegan,Maintain Weight,245.0,3.6,36.0,9.9,0.5,0.0,0.2,100 g,Medium,See recipe,None,85,Balanced Meal
712,shortcake,shortcake is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,98.0,1.7,13.7,4.0,0.0,0.0,0.1,100 g,Medium,See recipe,None,94,"Low Fat, Low Carb, Heart Healthy"
